,Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Years_Of_Establishment,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Size_Unknown,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Type_Code_Drink,Item_Type_Code_Food,Item_Type_Code_Non Consumable,Item_Fat_Content_Low Fat,Item_Fat_Content_N/A,Item_Fat_Content_Regular,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
3310,13.15,0.05674821,144.3812,284.9624,12,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
3311,18.35,0.014052469,224.0746,1346.2476,17,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3312,15.7,0.122684413,132.2942,2252.4014,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3313,5.785,0.038724612,263.9252,6033.4796,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3314,19.1,0.09688421,233.5958,2336.958,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3315,6.15,0.06916929969598755,100.1384,2956.152,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3316,12.6,0.087380432,109.7228,1547.3192,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3317,14.7,0.072707309,49.5034,291.6204,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3318,20.2,0.059894378,125.9678,2797.6916,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3319,14.15,0.037901581000000004,126.3046,2614.5966,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3320,8.785,0.025841875,120.7414,4386.2904,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3321,17.6,0.081933378,161.49200000000002,6391.68,34,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3322,18.2,0.012627478000000001,140.81799999999998,3495.45,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3323,15.7,0.030476541,252.2724,5033.448,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3324,12.6,0.07407035099999999,254.2356,4578.0408,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3325,16.2,0.06301742099999999,100.37,998.7,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3326,13.15,0.043727260999999996,182.595,3478.805,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3327,7.51,0.104023565,112.4544,2013.3792,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3328,13.85,0.05627170099999999,232.23,1398.18,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3329,9.1,0.080619969,47.4718,472.718,10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3330,19.85,0.045761855,125.602,632.51,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3331,11.6,0.078863888,83.2276,1543.3244,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3332,15.7,0.027729547,169.37900000000002,1528.011,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3333,18.6,0.17064649399999998,46.3376,2109.2544,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3334,20.35,0.039235527,127.2678,1017.3424,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
3335,10.5,0.02502991,218.4508,2821.6604,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3336,7.435,0.205605116,207.7638,621.1914,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
3337,5.655,0.085622362,167.25,2330.3,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3338,11.1,0.059968347000000005,152.8366,1662.5026,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3339,15.0,0.049038621,65.4168,1661.8368,32,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
3340,14.15,0.036147029,39.3138,527.9794,12,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
3341,15.85,0.212963193,59.522,299.61,34,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
3342,12.5,0.11061453800000001,80.6592,1651.184,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3343,20.35,0.142393712,122.7072,1470.0864,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3344,8.85,0.053976156,181.5292,1277.0044,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3345,7.55,0.03107068,122.4072,857.5504,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3346,18.7,0.03761584,109.1886,1890.2062,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3347,12.5,0.054363971,105.09899999999999,103.199,34,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3348,12.6,0.161039887,210.2612,418.1224,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
3349,9.395,0.040023967,85.5908,1006.6896,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3350,7.21,0.06685022276750005,103.1332,3281.0624,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3351,18.35,0.030619301,194.0162,2886.243,10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3352,11.3,0.054637635,93.3094,3046.7008,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3353,17.25,0.06564523898481303,40.8822,628.5152,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3354,17.75,0.132995494,113.5544,223.7088,34,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3355,11.85,0.050085152,164.7526,1315.6208,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3356,9.6,0.096689673,168.0158,1336.9264,10,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3357,12.15,0.026010729,119.14399999999999,2157.192,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3358,17.75,0.075959623,112.4544,2460.7968,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3359,20.35,0.021413346,76.2328,463.3968,10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3360,8.785,0.06851294287337671,120.5414,1583.9382,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3361,14.3,0.126924095,87.2224,3494.1184,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3362,6.11,0.103340142,131.2968,913.4776,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3363,5.615000000000001,0.055215979753846144,125.17299999999999,3572.0170000000003,34,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3364,15.15,0.012288171,129.9284,2241.0828,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3365,10.5,0.142827296,159.4578,3048.6982,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3366,18.099999999999998,0.022291121,93.6094,3713.1666,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3367,16.7,0.061992874,60.9562,355.5372,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3368,9.035,0.17417636,148.9708,2257.062,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3369,11.0,0.037953762,38.448,1198.44,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3370,11.8,0.122289654,46.3402,275.6412,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3371,10.695,0.128247408,121.844,2277.036,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3372,16.7,0.038341653999999996,146.2102,4228.4958,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3373,9.105,0.038699553,33.79,199.74,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3374,16.2,0.01940856,156.7972,3739.1328,20,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3375,10.3,0.13787023699999998,175.037,352.874,34,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3376,18.75,0.052800257999999996,193.2504,2684.5056,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3377,13.3,0.06355415,149.4708,1354.2372,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3378,6.425,0.01043823,115.8808,1757.7120000000002,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3379,16.35,0.020589623,53.2324,727.0536,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3380,19.6,0.041806702,48.8376,527.3136,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3381,18.2,0.012679191000000001,139.81799999999998,838.908,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3382,19.0,0.128289285,104.9622,1164.4842,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3383,11.395,0.009878459000000001,47.6034,1312.2918,22,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3384,6.635,0.046090204,37.1506,834.9132,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3385,17.85,0.04668096099999999,121.9388,3962.8416,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3386,14.15,0.03546967,256.3014,4845.0266,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3387,5.5,0.047290068,100.5016,1416.8224,10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3388,8.895,0.13842353,163.0236,1127.8652,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3389,17.7,0.027779381000000002,50.1034,97.2068,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
3390,6.635,0.06916929969598755,121.3098,120.5098,34,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
3391,10.0,0.046043735999999995,140.618,2376.906,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3392,7.09,0.0072153140000000004,47.6034,1458.102,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3393,12.15,0.132083542,189.5872,3403.5696,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3394,7.75,0.083399788,34.5558,441.4254,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3395,13.1,0.043978369,178.4318,2526.0452,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3396,5.03,0.008639333,122.2756,2059.9852,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
3397,9.8,0.015089965,249.6408,1001.3632,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3398,9.1,0.140582485,47.1718,141.8154,34,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
3399,15.85,0.22846952199999998,93.3094,285.6282,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
3400,17.7,0.0675635640337838,183.5924,7033.5112,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3401,12.65,0.123007534,106.0938,2679.845,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3402,19.6,0.055215979753846144,150.3024,2580.6408,10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3403,6.85,0.02288328,261.2594,2878.2534,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3404,17.85,0.087045086,196.7794,6242.5408,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3405,7.09,0.007256126999999999,50.4034,340.2238,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3406,6.55,0.024664556,103.3332,2050.6639999999998,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3407,7.474999999999999,0.013056493999999998,215.9192,7334.4528,34,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3408,19.25,0.180820798,35.9558,67.9116,21,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
3409,5.635,0.10369302400000001,149.905,2546.685,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3410,7.035,0.021849398,262.091,4207.856,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3411,7.72,0.074731477,77.5986,1947.465,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3412,13.0,0.154244343,77.9986,1168.479,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3413,8.51,0.061322312856043934,142.14700000000002,1717.764,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3414,16.7,0.042412572,119.0782,1549.3166,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3415,9.8,0.072990979,121.6098,1566.6274,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3416,19.85,0.005243281999999999,266.1884,3179.8608,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3417,12.1,0.034427577,146.6734,296.9468,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
3418,15.5,0.053455157999999996,43.677,562.601,20,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3419,9.5,0.06685022276750005,182.3608,1102.5648,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
3420,13.15,0.037768988999999996,88.5856,1845.5976,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3421,8.155,0.11942805199999999,190.85299999999998,2466.7889999999998,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3422,8.18,0.013183516999999999,143.1154,1843.6002,10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3423,18.0,0.072838381,155.2972,5141.3076,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3424,19.6,0.128235131,169.2816,1174.4712,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3425,20.6,0.055215979753846144,148.8392,2684.5056,22,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3426,9.695,0.11458392199999999,156.4604,2535.3664,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3427,8.85,0.054171606,183.9292,2918.8672,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3428,8.93,0.061322312856043934,53.2614,552.614,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3429,17.5,0.026912667,261.291,3418.883,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3430,16.1,0.10079982800000001,78.4328,1467.4232,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3431,13.65,0.077390746,54.693000000000005,679.1160000000001,17,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3432,5.425,0.191603334,87.0514,88.5514,21,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
3433,13.15,0.056543464,140.5812,427.4436,17,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
3434,6.26,0.009923732,152.8366,3778.415,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3435,19.7,0.016238512,186.4556,5069.4012,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3436,11.6,0.156072361,169.3474,3874.2902,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3437,11.8,0.11563672300000001,199.7084,3571.3512,10,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3438,13.85,0.030920531,141.0154,1701.7848,10,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3439,14.35,0.080594133,80.99600000000001,1757.7120000000002,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3440,5.985,0.167725251,128.3678,127.1678,34,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3441,20.7,0.100378096,122.4388,1238.388,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3442,7.64,0.070847865,91.712,2050.6639999999998,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3443,19.6,0.04163619,47.3376,1150.5024,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3444,18.5,0.025756826,87.2172,802.9548,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3445,12.3,0.076987408,247.946,3202.498,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3446,12.1,0.079968115,170.8106,4619.9862,17,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3447,7.21,0.14460413,102.6332,2153.1972,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3448,17.6,0.047524635,118.2782,715.0692,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3449,6.135,0.079776075,152.8366,1964.7758,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3450,19.6,0.023988387000000003,104.5964,1262.3568,20,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3451,12.1,0.011563024,164.9526,2302.3364,17,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
3452,14.5,0.08970347599999999,158.3604,1109.2228,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
3453,8.96,0.06893834,196.4768,2561.9984,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3454,20.7,0.169667145,183.5266,4426.2384,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3455,7.145,0.017814518,159.8578,2246.4092,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3456,9.6,0.027399064,258.3304,4133.2864,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3457,14.5,0.097398254,157.4262,3978.155,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3458,9.5,0.23207267399999998,229.4668,460.7336,34,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
3459,18.85,0.039723998999999996,41.048,918.804,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3460,13.8,0.05843112,243.6802,1965.4416,12,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
3461,20.35,0.030990353999999998,256.3672,1022.6688,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3462,20.75,0.108689606,159.3578,4492.8184,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3463,8.185,0.038721734,115.8808,1523.3504,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3464,9.395,0.10366489699999999,233.6932,1414.1592,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3465,7.39,0.082367244,187.753,1518.024,20,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3466,16.75,0.105282932,156.963,2816.3340000000003,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3467,9.8,0.141406394,50.0008,506.00800000000004,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3468,15.0,0.071516201,127.7362,1761.7068,17,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3469,6.215,0.012198395,37.4848,186.424,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3470,11.65,0.132248069,150.5024,3187.8504,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3471,5.51,0.034445116,95.8726,2153.1972,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
3472,7.72,0.08854386800000001,117.5466,824.9262,17,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3473,16.35,0.016979063,97.441,772.328,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
3474,9.1,0.304859104,125.4362,755.0172,34,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3475,13.8,0.056825065,230.9984,4633.968,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3476,4.905,0.1175683,197.6768,2956.152,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3477,16.35,0.09056219199999999,198.21099999999998,1964.11,22,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3478,21.25,0.019423232,120.8756,3150.5656,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3479,15.85,0.078489577,39.9506,645.1602,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3480,8.6,0.054706408,128.931,1428.141,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3481,9.13,0.051804277999999995,150.2024,1821.6288,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
3482,18.25,0.012215675,162.7894,5500.8396,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3483,11.65,0.019117392,110.6544,223.7088,34,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
3484,9.13,0.090778148,153.1024,303.6048,34,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
3485,10.895,0.027047774,50.6666,666.4658,22,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3486,9.3,0.043874493,191.0846,1337.5922,17,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
3487,17.7,0.011603492,97.741,1158.492,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3488,9.3,0.29182661600000004,107.1964,420.7856,21,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
3489,4.555,0.034350673,112.7544,1789.6704,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3490,19.2,0.183686937,241.8196,1687.1372,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3491,6.75,0.10771483400000001,97.8752,2109.2544,34,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3492,17.35,0.14629990199999998,150.405,3894.93,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3493,12.65,0.123531974,108.2938,535.969,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3494,8.0,0.030311951,247.4092,6972.2576,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3495,17.7,0.087986599,181.4292,2918.8672,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3496,14.85,0.019590768999999997,261.591,2366.919,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3497,12.15,0.242768664,226.5404,225.0404,21,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
3498,15.1,0.067064128,257.9304,6458.26,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3499,12.6,0.087630566,110.0228,3205.1612,17,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3500,16.75,0.07572130099999999,34.3532,1042.6428,15,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3501,10.8,0.049719026,246.7144,5145.3024,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3502,20.2,0.065932087,64.851,948.765,22,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3503,15.6,0.037505332,126.2704,4255.7936,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3504,15.2,0.09228235300000001,227.2352,4122.6336,12,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3505,7.315,0.01532563,153.434,459.402,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3506,16.1,0.047996607999999996,127.0362,1384.1982,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3507,14.0,0.052040539000000004,143.1786,288.9572,34,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
3508,17.75,0.09762961099999999,240.4196,4579.3724,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
3509,17.2,0.057221177000000005,225.4088,2460.7968,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3510,6.635,0.045308629,173.1396,348.8792,21,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
3511,6.525,0.158096128,86.3882,85.8882,34,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
3512,7.52,0.055127499,128.2994,3983.4814,22,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3513,12.15,0.025842905,119.844,599.22,32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3514,9.195,0.12280294300000001,100.1016,1113.2176,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3515,20.85,0.039370913,116.9808,3866.9664,34,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3516,6.57,0.096411426,192.982,4633.968,34,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3517,12.85,0.16871476,47.306000000000004,1071.938,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3518,12.6,0.082353076,176.9054,4202.5296,34,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3519,7.31,0.026830586,108.057,2087.283,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3520,18.25,0.18326022100000003,108.557,1208.427,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3521,9.6,0.027386122000000002,259.2304,4649.9472,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3522,10.3,0.06851294287337671,191.153,1707.777,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3523,16.7,0.06851294287337671,109.1912,545.956,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3524,11.15,0.105287746,103.2648,2388.8904,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3525,11.85,0.06916929969598755,51.2666,410.1328,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3526,12.6,0.05616476,51.8982,473.3838,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3527,7.855,0.06916929969598755,38.3848,932.12,22,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3528,18.35,0.092150005,184.8266,3872.9586,32,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3529,14.5,0.01938106,164.321,5546.1140000000005,34,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3530,12.5,0.07153422599999999,124.902,1771.0279999999998,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3531,17.25,0.113497001,253.4724,755.0172,15,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3532,12.1,0.030121709,78.067,2220.4429999999998,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3533,16.0,0.065051586,76.1986,1090.5804,15,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3534,5.94,0.029538508999999998,189.4556,1877.556,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
3535,13.65,0.015976248999999998,230.2668,2994.7684,10,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
